-1.263870042748749256e-03,1.400536042638123035e-03,7.814337015151977539e-01,9.999926090240478516e-01,3.783202264457941055e-03,4.820511094294488430e-04,4.142944817431271076e-04,5.124225094914436340e-02,1.286497265100479126e-01,2.884607613086700439e-01,1.241854205727577209e-01,-1.637428700923919678e-01,-1.339331716299057007e-01,6.815813481807708740e-02,-1.461286991834640503e-01,-2.302156537771224976e-01,1.192660480737686157e-01,-1.722233593463897705e-01,1.547306329011917114e-01,-6.491670850664377213e-03,9.940986521542072296e-03,4.659280553460121155e-02,-2.216397412121295929e-02,3.808693587779998779e-01,-7.143008112907409668e-01,1.133015751838684082e+00,-3.127113729715347290e-02,-5.703596025705337524e-02,-1.995065510272979736e-01,1.112238839268684387e-01,-2.591112852096557617e-01,5.518006086349487305e-01,9.972774386405944824e-01,-3.684134483337402344e-01,-6.599501240998506546e-03,-9.746728092432022095e-02
-1.443313783966004848e-03,1.284900587052106857e-03,7.813168168067932129e-01,9.999826550483703613e-01,3.811654169112443924e-03,4.255948297213762999e-04,4.465701989829540253e-03,4.857859387993812561e-02,1.277916729450225830e-01,2.802017927169799805e-01,1.240423843264579773e-01,-1.617988198995590210e-01,-1.344190090894699097e-01,7.239592820405960083e-02,-1.458533406257629395e-01,-2.389018833637237549e-01,1.177639961242675781e-01,-1.719346791505813599e-01,1.555083543062210083e-01,-2.519296947866678238e-03,1.748529449105262756e-02,4.860506579279899597e-02,-7.148279994726181030e-02,4.797686636447906494e-01,-7.162078022956848145e-01,1.073976755142211914e+00,6.661660503596067429e-03,-5.279830843210220337e-02,-2.258963137865066528e-01,1.078861579298973083e-01,-2.660689651966094971e-01,5.536966323852539062e-01,9.895199537277221680e-01,-3.615586459636688232e-01,-6.964394822716712952e-03,-9.697620570659637451e-02
-2.064894884824752808e-03,1.067315926775336266e-03,7.811374068260192871e-01,9.999479651451110840e-01,3.579260315746068954e-03,3.781549457926303148e-04,9.542251937091350555e-03,4.517589509487152100e-02,1.271617263555526733e-01,2.687470614910125732e-01,1.250637620687484741e-01,-1.594252735376358032e-01,-1.336416006088256836e-01,7.557020336389541626e-02,-1.451224088668823242e-01,-2.478656917810440063e-01,1.174437031149864197e-01,-1.710226088762283325e-01,1.541197299957275391e-01,2.752661239355802536e-03,2.771462872624397278e-02,5.247140303254127502e-02,-1.424569338560104370e-01,6.127409338951110840e-01,-7.295335531234741211e-01,9.743065834045410156e-01,8.434613049030303955e-02,-4.878587648272514343e-02,-2.513751387596130371e-01,9.949897974729537964e-02,-2.734642922878265381e-01,5.629156231880187988e-01,9.861240983009338379e-01,-3.448060154914855957e-01,-1.061673741787672043e-02,-1.031697541475296021e-01
-2.843996044248342514e-03,6.755262729711830616e-04,7.810187935829162598e-01,9.998922348022460938e-01,3.123638452962040901e-03,6.992495036683976650e-04,1.432836055755615234e-02,4.079838842153549194e-02,1.270774900913238525e-01,2.571978271007537842e-01,1.256261169910430908e-01,-1.555615663528442383e-01,-1.327337622642517090e-01,7.654808461666107178e-02,-1.435211598873138428e-01,-2.556970119476318359e-01,1.172899976372718811e-01,-1.685027629137039185e-01,1.528059095144271851e-01,9.400149807333946228e-03,3.928666561841964722e-02,5.742866545915603638e-02,-2.350304871797561646e-01,7.695260643959045410e-01,-7.458816766738891602e-01,8.282430171966552734e-01,1.768262088298797607e-01,-4.163542389869689941e-02,-2.679599225521087646e-01,8.982474356889724731e-02,-2.816534638404846191e-01,5.764496922492980957e-01,9.874786734580993652e-01,-3.258467912673950195e-01,-1.424788497388362885e-02,-1.150404810905456543e-01
-3.817962482571601868e-03,-2.579477950348518789e-05,7.811045050621032715e-01,9.998099207878112793e-01,2.503447467461228371e-03,1.248421845957636833e-03,1.929406635463237762e-02,3.561506047844886780e-02,1.277261227369308472e-01,2.460099309682846069e-01,1.254319101572036743e-01,-1.509534418582916260e-01,-1.323266625404357910e-01,7.653282582759857178e-02,-1.418046057224273682e-01,-2.648282647132873535e-01,1.170792505145072937e-01,-1.653567254543304443e-01,1.520612537860870361e-01,1.568302325904369354e-02,4.983789846301078796e-02,6.331799179315567017e-02,-3.441705405712127686e-01,9.457622170448303223e-01,-7.515287995338439941e-01,6.429464221000671387e-01,2.393209040164947510e-01,-4.092596471309661865e-02,-2.674551904201507568e-01,8.189976215362548828e-02,-2.894325852394104004e-01,5.878053307533264160e-01,9.893348217010498047e-01,-3.124787509441375732e-01,-1.430345792323350906e-02,-1.278420239686965942e-01
-4.830938763916492462e-03,-9.465154143981635571e-04,7.814861536026000977e-01,9.997103810310363770e-01,1.784280291758477688e-03,1.738922437652945518e-03,2.393385581672191620e-02,3.102676011621952057e-02,1.292455196380615234e-01,2.375483363866806030e-01,1.248635649681091309e-01,-1.467938721179962158e-01,-1.327213943004608154e-01,7.698675990104675293e-02,-1.402032077312469482e-01,-2.743737101554870605e-01,1.168238669633865356e-01,-1.619838923215866089e-01,1.519123017787933350e-01,1.960501447319984436e-02,5.723781511187553406e-02,7.013281434774398804e-02,-4.677848517894744873e-01,1.134490370750427246e+00,-7.394487857818603516e-01,4.477527737617492676e-01,2.497752308845520020e-01,-6.637699902057647705e-02,-2.387221306562423706e-01,7.568841427564620972e-02,-2.955562174320220947e-01,5.951133370399475098e-01,9.907351732254028320e-01,-3.072937130928039551e-01,-1.085043791681528091e-02,-1.383333504199981689e-01
-5.646931938827037811e-03,-1.827881555072963238e-03,7.820070385932922363e-01,9.996421337127685547e-01,1.024082768708467484e-03,2.238289918750524521e-03,2.663923799991607666e-02,2.717485651373863220e-02,1.317407190799713135e-01,2.337305396795272827e-01,1.250764131546020508e-01,-1.443564593791961670e-01,-1.336391419172286987e-01,7.682494074106216431e-02,-1.383105516433715820e-01,-2.798133194446563721e-01,1.166094690561294556e-01,-1.589465588331222534e-01,1.520761698484420776e-01,2.205775305628776550e-02,6.222414970397949219e-02,7.655797153711318970e-02,-6.232184171676635742e-01,1.312901973724365234e+00,-7.338854670524597168e-01,2.714865207672119141e-01,2.206481546163558960e-01,-1.111496016383171082e-01,-1.765734106302261353e-01,6.848937273025512695e-02,-3.004676103591918945e-01,5.989939570426940918e-01,9.945899844169616699e-01,-3.111372888088226318e-01,-6.318466737866401672e-03,-1.457951217889785767e-01
-6.024978589266538620e-03,-2.427657833322882652e-03,7.823886871337890625e-01,9.996608495712280273e-01,3.119284810964018106e-04,3.135742153972387314e-03,2.585106156766414642e-02,2.368019334971904755e-02,1.346692293882369995e-01,2.367009073495864868e-01,1.259516626596450806e-01,-1.439416557550430298e-01,-1.354055404663085938e-01,7.382546365261077881e-02,-1.357833594083786011e-01,-2.769195735454559326e-01,1.166544705629348755e-01,-1.562911570072174072e-01,1.524991840124130249e-01,2.673354558646678925e-02,6.667788326740264893e-02,7.971484959125518799e-02,-8.302440643310546875e-01,1.461085796356201172e+00,-7.645778059959411621e-01,1.258026212453842163e-01,1.641038805246353149e-01,-1.422916650772094727e-01,-1.026447713375091553e-01,6.139704585075378418e-02,-3.043759763240814209e-01,5.986704230308532715e-01,1.002534151077270508e+00,-3.196597397327423096e-01,-1.239574747160077095e-03,-1.509388238191604614e-01
-6.012943573296070099e-03,-2.502258168533444405e-03,7.825782895088195801e-01,9.997575283050537109e-01,-1.419720501871779561e-04,4.240438807755708694e-03,2.160859107971191406e-02,2.210030145943164825e-02,1.373497992753982544e-01,2.455623894929885864e-01,1.258457303047180176e-01,-1.443211883306503296e-01,-1.380876898765563965e-01,6.826964765787124634e-02,-1.330654174089431763e-01,-2.663943469524383545e-01,1.171850413084030151e-01,-1.542282104492187500e-01,1.529182195663452148e-01,3.583069518208503723e-02,7.371685653924942017e-02,7.761257886886596680e-02,-1.086401700973510742e+00,1.549742221832275391e+00,-8.411164283752441406e-01,3.731484338641166687e-02,1.063077971339225769e-01,-1.480937451124191284e-01,-5.170045793056488037e-02,5.757664889097213745e-02,-3.080464899539947510e-01,5.900256633758544922e-01,1.012600183486938477e+00,-3.271283507347106934e-01,4.555358551442623138e-03,-1.543383747339248657e-01
-5.699312314391136169e-03,-2.395687391981482506e-03,7.827199101448059082e-01,9.998730421066284180e-01,-2.995367976836860180e-04,5.103390198200941086e-03,1.509217731654644012e-02,2.353506162762641907e-02,1.397799253463745117e-01,2.573605477809906006e-01,1.245720759034156799e-01,-1.455247253179550171e-01,-1.409281790256500244e-01,6.192495673894882202e-02,-1.309076547622680664e-01,-2.524658143520355225e-01,1.181646808981895447e-01,-1.530281752347946167e-01,1.533781290054321289e-01,4.913736134767532349e-02,8.059308677911758423e-02,7.158990949392318726e-02,-1.410793662071228027e+00,1.586034417152404785e+00,-9.991431236267089844e-01,-1.333839260041713715e-02,5.896683037281036377e-02,-1.508627831935882568e-01,-2.064837142825126648e-02,5.915537104010581970e-02,-3.111524581909179688e-01,5.724358558654785156e-01,1.020183801651000977e+00,-3.305686116218566895e-01,9.704145602881908417e-03,-1.529974490404129028e-01
-5.193075630813837051e-03,-2.144064055755734444e-03,7.828284502029418945e-01,9.999552369117736816e-01,-2.763409866020083427e-04,5.609966348856687546e-03,7.619466166943311691e-03,2.755508199334144592e-02,1.416841000318527222e-01,2.691201865673065186e-01,1.224551871418952942e-01,-1.484759002923965454e-01,-1.444180011749267578e-01,5.617220699787139893e-02,-1.298739165067672729e-01,-2.394434064626693726e-01,1.194093301892280579e-01,-1.535424590110778809e-01,1.545112431049346924e-01,6.168008595705032349e-02,8.284763991832733154e-02,6.505888700485229492e-02,-1.771244764328002930e+00,1.587829113006591797e+00,-1.194378495216369629e+00,-6.258618831634521484e-02,1.993817836046218872e-02,-1.637758314609527588e-01,1.505299750715494156e-02,6.167150288820266724e-02,-3.112375140190124512e-01,5.519300103187561035e-01,1.024168372154235840e+00,-3.328548073768615723e-01,1.517081167548894882e-02,-1.450093984603881836e-01
-4.391470924019813538e-03,-1.774772070348262787e-03,7.828266620635986328e-01,9.999834895133972168e-01,-8.517259266227483749e-05,5.738269072026014328e-03,2.404921833658590913e-04,3.427064046263694763e-02,1.422689408063888550e-01,2.802513539791107178e-01,1.197405084967613220e-01,-1.530758887529373169e-01,-1.489514112472534180e-01,5.223478749394416809e-02,-1.294760406017303467e-01,-2.273361682891845703e-01,1.202784776687622070e-01,-1.551335901021957397e-01,1.569498628377914429e-01,6.977992504835128784e-02,8.319203555583953857e-02,5.840168893337249756e-02,-2.048690557479858398e+00,1.562659025192260742e+00,-1.306825280189514160e+00,-1.155830025672912598e-01,1.711090328171849251e-03,-1.820439398288726807e-01,5.968577787280082703e-02,6.382101774215698242e-02,-3.093708157539367676e-01,5.343126058578491211e-01,1.026090621948242188e+00,-3.370156884193420410e-01,2.215527556836605072e-02,-1.359883099794387817e-01
-3.435431979596614838e-03,-1.370338490232825279e-03,7.827233672142028809e-01,9.999613165855407715e-01,9.088691876968368888e-05,5.705012008547782898e-03,-6.693879142403602600e-03,4.222084209322929382e-02,1.424527019262313843e-01,2.915538251399993896e-01,1.172211095690727234e-01,-1.576206833124160767e-01,-1.532230526208877563e-01,4.955799132585525513e-02,-1.289833486080169678e-01,-2.157561779022216797e-01,1.202509030699729919e-01,-1.557784825563430786e-01,1.603345125913619995e-01,7.594219595193862915e-02,8.605120331048965454e-02,5.039881169795989990e-02,-2.204272270202636719e+00,1.538964986801147461e+00,-1.336735486984252930e+00,-1.736538708209991455e-01,8.010464720427989960e-03,-1.979909092187881470e-01,1.107177957892417908e-01,6.739713996648788452e-02,-3.085155487060546875e-01,5.229966640472412109e-01,1.028242111206054688e+00,-3.463567495346069336e-01,2.852870896458625793e-02,-1.276350319385528564e-01
-2.503956435248255730e-03,-9.595205774530768394e-04,7.826025485992431641e-01,9.999011158943176270e-01,1.507215347373858094e-04,5.905655212700366974e-03,-1.275618001818656921e-02,4.852387681603431702e-02,1.429597288370132446e-01,3.020052611827850342e-01,1.161505430936813354e-01,-1.607772707939147949e-01,-1.553611457347869873e-01,4.694449156522750854e-02,-1.280787736177444458e-01,-2.052791714668273926e-01,1.196201294660568237e-01,-1.549021452665328979e-01,1.631088256835937500e-01,8.179659396409988403e-02,9.196315705776214600e-02,4.174401983618736267e-02,-2.278667688369750977e+00,1.532237172126770020e+00,-1.334096193313598633e+00,-2.322743535041809082e-01,2.910382859408855438e-02,-2.104708403348922729e-01,1.586946994066238403e-01,7.347091287374496460e-02,-3.104813098907470703e-01,5.180664062500000000e-01,1.029801487922668457e+00,-3.601818680763244629e-01,3.323903679847717285e-02,-1.190234199166297913e-01
